participant_id,word,response,length,silent_letters,shared_phonemes,total_difficulty
011,linear,linear,6,0,0,6
011,hogar,hogar,5,1,0,6
011,inicio,dslkfjdslk;fj,6,0,1,7
011,unidireccional,,14,0,1,15
011,proclamar,,9,0,0,9
011,voraz,,5,0,2,7
011,barroquismo,,11,1,3,15
011,chistosamente,,13,0,2,15
011,yodo,,4,0,1,5
011,ordenado,,8,0,0,8
011,posicionar,,10,0,2,12
011,aletear,,7,0,0,7
011,oratorio,,8,0,0,8
011,mosquitera,,10,1,2,13
011,depositar,,9,0,1,10
011,posteridad,,10,0,1,11
011,fiel,,4,0,0,4
011,hilo,,4,1,0,5
011,suajili,,7,0,2,9
011,arpegiar,,8,0,1,9
011,soto,,4,0,1,5
011,hablado,,7,1,1,9
011,habanero,,8,1,1,10
011,patilla,,7,0,1,8
